id;is_misinfo;Tweets,,,,,,,,,,,,,
1,34361E+18;0;Happy to be getting my first dose of vaccine! It's time that COVID-19 F**ked off - vaccines in arms is his that's going to happen #upyourscorona https://t.co/X8gL1RQJNo,,,,,,,,,,,,
1,39045E+18;0;Fully vaccinated, lets see if the 2nd dose “vaccine arm” is a horrible as I’ve heard,,,,,,,,,,,
1,34225E+18;0;If you’ve been to Frost Valley don’t worry about what’s in the vaccine.,,,,,,,,,,,,
1,34686E+18;0;if you a black boy and had the combover you don't need to worry about what's in the vaccine.,,,,,,,,,,,,
1,34226E+18;0;If you eat kibbeh labanieh you don’t need to worry about what’s in the vaccine<U+0001F605>,,,,,,,,,,,,
1,3732E+18;0;Felt quite poetic that “My Shot” from @HamiltonMusical was playing on my way to get my first Covid vaccine <U+0001F489> #GetVaccinated https://t.co/vbqlviGdsc,,,,,,,,,,,,
1,36025E+18;0;I just booked my COVID-19 vaccine. I’m so nervous,,,,,,,,,,,,
1,34326E+18;0;like this tweet bc i got the covid vaccine today,,,,,,,,,,,,
1,"34338E+18;1;""In the process of convincing my girlfriend not to get this rushed vaccine.",,,,,,,,,,,,
,,,,,,,,,,,,,
It’s tough to find any info and data with all this suppression happening.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Where does a guy start?!""",,,,,,,,,,,,,
1,"38603E+18;1;""#TrustTheScience or #BelieveTheFacts the choice is yours. #Vaccine #COVID19 #depopulation #NWO #PoliceState #PrisonPlanet #BillGatesIsEvil ",,,,,,,,,,,,
7,157 Fully Vaccinated Americans Have Contracted COVID-19," 88 Dead: CDC https://t.co/r7yfSgjN15""",,,,,,,,,,,
1,36004E+18;1;Dr. David Martin on Experimental mRNA COVID Vaccines: This is NOT a Vaccine! It is a Medical Device https://t.co/EoQqydfaux,,,,,,,,,,,,
1,"34394E+18;1;""Vaccine? Yes..or No?",,,,,,,,,,,,
,,,,,,,,,,,,,
Everyone 'NEEDS' to know:,,,,,,,,,,,,,
1)  Very-Few Dying of Covid!  99.9% Recovery Rate.,,,,,,,,,,,,,
2) 'Cases' are NOT Sickness! ,,,,,,,,,,,,,
3)  PCR Test has been Discredited. Doesn't work!,,,,,,,,,,,,,
4)  Falsely claiming Flu is Covid.,,,,,,,,,,,,,
5) This mNRA Vaccine is EXPERIMENTAL!,,,,,,,,,,,,,
 ,,,,,,,,,,,,,
"...DON'T TAKE THIS SHOT. https://t.co/d5viBVCCy9""",,,,,,,,,,,,,
1,38792E+18;1;See guys, Gene therapy is guuurd. So what if we lied to you about the true mechanism of the vaccine we just modified you with, everyone's doin' it! We just cured cancer, ended world hunger and this guy can see! Year round orgasm's for everyone! https://t.co/uKBy0kFQoF,,,,,,,,,
1,34373E+18;1;IF GOVERNMENT GIVING YOU SOMETHING FOR FREE (VACCINE) BE AWARE - THAT SEEMS LIKE DEPOPULATION AGENDA !!! #INFOSEC,,,,,,,,,,,,
1,37375E+18;0;I GOT VACCINE APPTS YEAAAAHHHHH WOOO!!!!!,,,,,,,,,,,,
1,"38737E+18;1;""Experimental Gene Therapy NOT a Vaccine! ",,,,,,,,,,,,
"Huge difference! PASS!""",,,,,,,,,,,,,
1,36026E+18;0;Got my second vaccine!!! I'm unstoppable,,,,,,,,,,,,
1,34357E+18;0;Just got my first dose of the COVID vaccine! I’ll keep y’all updated on how I feel,,,,,,,,,,,,
1,34467E+18;0;Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ https://t.co/FhBbiIc9dN,,,,,,,,,,,,
1,"38704E+18;1;""PharMeridian LLC is a professional services consulting firm located in Bucks County PA", seeking well qualified individuals who can support vaccine, cell and gene therapy, and related biological/biotechnology initiatives: ,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/StE5Y0lVpV""",,,,,,,,,,,,,
1,"39015E+18;0;""Get the vaccine! ",,,,,,,,,,,,
,,,,,,,,,,,,,
There is no 5G tracker in it (hell, there is barely 5G in $1200 cell phones) and probably no access points in your neighborhood :),,,,,,,,,,,,
,,,,,,,,,,,,,
Don't be the last person to die from #Covid19.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Vaccinate. It is safe. It is simple. It is free.""",,,,,,,,,,,,,
1,35926E+18;0;Just got dose 1 of the Pfizer/Biontech vaccine. I will keep a thread here and on FB of all side effects from both doses.,,,,,,,,,,,,
1,"38737E+18;0;""“We want to help dispel myths by being vaccinated first” says Aboubacar Sanda", Sultan of the region of Zinder.,,,,,,,,,,,
,,,,,,,,,,,,,
In Niger, traditional leaders drive campaign against vaccine hesitancy,,,,,,,,,,,,
,,,,,,,,,,,,,
#VaccinesWork,,,,,,,,,,,,,
" https://t.co/9Qw1JEWTmU""",,,,,,,,,,,,,
1,"3466E+18;1;""https://t.co/45RfpKEYJL",,,,,,,,,,,,
"Straight from their website... This vaccine is a tracking device.  If you take the vaccine you will be chipped like cattle.  #thatsanoformedawg""",,,,,,,,,,,,,
1,34419E+18;0;Grateful to receive the covid-19 vaccine! Thanks to @UTSWNews. A BIG SHOUT-OUT to the science done in the labs of @kkariko and Dr. Bob Langer and the tireless effort of their trainees. Kudos to @moderna_tx, @pfizer, and @BioNTech_Group for making mRNA-LNP technology a reality! https://t.co/rwBCvd7G7s,,,,,,,,,,
1,37302E+18;0;I got my first dose of the AstraZeneca vaccine today <U+0001F44F><U+0001F3FC> #GetVaccinated,,,,,,,,,,,,
1,"34637E+18;1;""How terribly inconvenient for the pharma con artists who have billions invested in gene therapy shots masquerading as """"vaccine."""" https://t.co/wvDwY7hwA5""",,,,,,,,,,,,
1,"34474E+18;0;""New year's resolution ",,,,,,,,,,,,
,,,,,,,,,,,,,
Getting a Corona vaccine.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"I have never been this excited about a resolution.""",,,,,,,,,,,,,
1,34669E+18;0;If you used to participate in the 5 second food rule in elementary don’t worry about what’s in the vaccine <U+203C><U+FE0F>,,,,,,,,,,,,
1,34285E+18;1;How is Trump to be trusted he’s forcing a deadly vaccine,,,,,,,,,,,,
1,38794E+18;0;#NFLDraft2021 #NFLDraft If the fan that goes on stage is fully #vaccinated , why the mask? Does the #vaccine not work? Asking for a friend....,,,,,,,,,,,
1,36037E+18;0;How’s my Friday night going?Getting my first jab at @Walgreens. #vaccine #Moderna,,,,,,,,,,,,
1,"37363E+18;1;""#scrapcies21 #cancelcaies21",,,,,,,,,,,,
"In my opinion all types of exams including board and Cambridge exams should be cancelled #Covid_19 is spreading way faster then before and is more dangerous vaccine is only available to elders and it is not even effective in 3 weeks""",,,,,,,,,,,,,
1,"38781E+18;0;""Happy 2 week anniversary to my second Pfizer shot.",,,,,,,,,,,,
 ,,,,,,,,,,,,,
"#VaccinesWork #vaccinated""",,,,,,,,,,,,,
1,"38749E+18;0;""The #Navajo Nation has gone from highest rate of #Covid cases to the highest number of people #vaccinated ",,,,,,,,,,,,
,,,,,,,,,,,,,
"More than half adults have received the #vaccine https://t.co/cefm03YzYI""",,,,,,,,,,,,,
1,"35932E+18;0;""WHY ISN'T THERE MORE VACCINE?",,,,,,,,,,,,
"03 https://t.co/s5Q9eQDgKC""",,,,,,,,,,,,,
1,3741E+18;0;Vaccinated!!! <U+0001F603> #vaccinated #vaccine #jnj #OneShot #HamilVax #Hamilton https://t.co/rWUkXpukwl,,,,,,,,,,,,
1,"38707E+18;0;""In all seriousness"," if you consider yourself to be #ProLife but you are anti-mask or anti-vaccine then you should really take a moment to consider what """"pro"""" and """"life"""" mean. We are trying to save lives and it will take all of us working together to do it. #GetVaccinated""",,,,,,,,,,,
1,"34484E+18;1;""Global reset means genocide (80% depopulation plan) and communism. China", Mexico &amp; “purple revolution” are overthrowing the U.S. The virus," lockdowns &amp; “vaccine” are pre-planned weapons of this war. Ties to spygate cover-up (AKA crossfire hurricane).Thread https://t.co/0heTaDzoIu""",,,,,,,,,,
1,39045E+18;0;BOOKED MY VACCINE!!!!!!!!,,,,,,,,,,,,
1,"38754E+18;0;""Vaccine dose #2 acquired!!! <U+0001F973> Let the countdown until I can hug vaccinated friends begin! ",,,,,,,,,,,,
.,,,,,,,,,,,,,
"#vaccinated #covidvaccine #staysafe #selfie #vaccinationday https://t.co/bcb1mkpCIx https://t.co/aNag0439y5""",,,,,,,,,,,,,
1,"38736E+18;0;""Let’s protect each other and get our #COVID19 <U+0001F489>vaccination. COVID-19 Vaccines are Effective", Safe and Free.  ,,,,,,,,,,,
,,,,,,,,,,,,,
The vaccine is part of our defence - after vaccination, continue wearing a mask <U+0001F637>," physical distancing <U+2194><U+FE0F>&amp; handwashing with <U+0001F9FC>soap and <U+0001F4A7>water. #VaccinesWork https://t.co/bK3tyUZ5xf""",,,,,,,,,,,
1,"3727E+18;1;""I won’t be just sticking my arm out for a rushed vaccine that ain’t even FDA approved w multiple side effects &amp; deaths associated w it so call me anti-Vaxxer or whatever but if you wanna take it do you boo <U+0001F612> that’s why we have freedom of choice right?""",,,,,,,,,,,,
1,"35893E+18;1;""We postponed the start of VAX101 to this Friday", Feb 12th to get everything set up to discuss the science surrounding the experimental COVID biologics. Use the link below to enroll and use code IAMEHIAMAZING to save $200 off enrollment!,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/zGgvlL3pSU https://t.co/jzLTT224dC""",,,,,,,,,,,,,
1,"38729E+18;0;""How do #COVID19 vaccines get to you?",,,,,,,,,,,,
,,,,,,,,,,,,,
Mass production is complex and we are working with industry to step up the distribution of doses to Europeans.,,,,,,,,,,,,,
,,,,,,,,,,,,,
From manufacturing sites to patients, follow the journey of vaccine doses here <U+2193> ,,,,,,,,,,,,
,,,,,,,,,,,,,
"#EuropeanImmunizationWeek #VaccinesWork https://t.co/Cv8Zc0gZYK""",,,,,,,,,,,,,
1,37382E+18;0;I am grateful to work for an organization recognized for going above and beyond in recruiting early talent, even during unprecedented times. #PfizerProud #PFEColleague https://t.co/xMUZY89dcV,,,,,,,,,,,
1,38728E+18;1;Trying to keep updated on our (very poor) vaccine rollout but having to witness a whole bunch of middle aged anti-vaxxers cite some random YouTube channel as their “source” for the vaccine actually being “experimental gene therapy” https://t.co/nBMfsybEU0,,,,,,,,,,,,
1,37201E+18;1;Dr. Bossche warns the world is creating an “uncontrollable monster” and turning vaccines into “a bioweapon of mass destruction” https://t.co/HyFLvaU9tv Geert Vanden Bossche, PhD, DVM, is a vaccine research expert. He has a long list of companies and organizations he’s worked,,,,,,,,,
1,"35921E+18;0;""Just got my dad scheduled for his first COVID-19 vaccine shot (thanks @crschneider for the info).",,,,,,,,,,,,
,,,,,,,,,,,,,
My mom is in the next age group (60 to 65)," so it will probably be sometime next month (hopefully) before she can be scheduled.""",,,,,,,,,,,,
1,39041E+18;0;Well it was bound to happen. 3 years to the day from my 1st dna show. 432 days until the next. WEAR THE MASK. SOCIAL DISTANCE. GET THE VACCINE SO WE ALL CAN GET BACK TO LIFE.,,,,,,,,,,,,
1,34673E+18;0;if you eat meat don’t worry about what’s in the covid vaccine <U+0001F970>,,,,,,,,,,,,
1,"38819E+18;1;""Alert The """"Vaccine"""" Is a Bioweapon - 5 Doctors Testify | Healthcare https://t.co/6kNP8ES71B""",,,,,,,,,,,,
1,"37322E+18;1;""i request to @ImranKhanPTI  @OfficialDGISPR  @WHO  Banned  Sinopharm  vaccine in Pakistan as soon as possible!!!!",,,,,,,,,,,,
"Chinese Killer Vaccine !!""",,,,,,,,,,,,,
1,34662E+18;0;If you hung out at shit house (52 w Lime) don’t worry about what’s in the vaccine <U+0001F974><U+0001F92B>,,,,,,,,,,,,
1,34669E+18;0;IF YOU USED TO GO TO TEEN NIGHT, DON’T WORRY ABOUT WHATS IN THE VACCINE,,,,,,,,,,,
1,"36029E+18;0;""GOT THAT SECOND DOSE BABY.",,,,,,,,,,,,
,,,,,,,,,,,,,
FINALLY THE BAND CAN START SHARING DRINKS AGAIN.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"(this is a joke. Even if you have the vaccine you can still carry the virus. Continue to exercise caution for the safety of those around you.)""",,,,,,,,,,,,,
1,34656E+18;0;If you ever went on the McDonald’s dirty ahh play place as a child you don’t need to worry about what’s in the vaccine https://t.co/7zArsPHQ4Z,,,,,,,,,,,,
1,34573E+18;1;big no to untested vaccine!,,,,,,,,,,,,
1,37327E+18;0;I’m scheduled to get the COVID-19 vaccine. <U+0001F62C><U+0001F62C>,,,,,,,,,,,,
1,3738E+18;0;1st vaccine shot the other day and that  2nd day hit hard. Glad to be back in the green today @whoop https://t.co/sYMdOC2WnA,,,,,,,,,,,,
1,38681E+18;1;Former-Pfizer VP Yeadon: 'I don’t think you could come up with a better plan' for depopulation than the pandemic and vaccines https://t.co/rDm8AW0RID,,,,,,,,,,,,
1,38599E+18;1;I'll get right on that... <U+0001F644> <U+0001F923> Got my 10 masks on already and my bubble suit. Can't trust that bioweapon. But seriously if governments came out and just admitted it was a bioweapon released maybe I'd be more prone to taking the vaccine,,,,,,,,,,,,
1,37406E+18;0;Got my 1st dose of Moderna today! <U+0001F64F><U+0001F3FC><U+0001F4AA><U+0001F525>,,,,,,,,,,,,
1,3469E+18;0;I AM ABOUT TO GET THE VACCINE,,,,,,,,,,,,
1,36034E+18;0;I just scheduled an appointment for my first vaccine dose! <U+0001F60D><U+0001F60D><U+0001F60D>,,,,,,,,,,,,
1,39045E+18;0;Just got my 2nd vaccine <U+0001F973>,,,,,,,,,,,,
1,3465E+18;0;If you smoke cigarettes don’t even worry about what’s in the vaccine.,,,,,,,,,,,,
1,34584E+18;1;UTTER MADNESS AHEAD: 'Informed consent vaccine form and letter to care home manager about vaccinating staff and residents' – WTF has this world come to? Unlicensed and untested vaccines should... https://t.co/67ukfoOmhu https://t.co/0R1nL8AOMI,,,,,,,,,,,,
1,"35969E+18;0;""Received my 2nd dose of the vaccine - hooray!",,,,,,,,,,,,
"#vaccinated #vaccine""",,,,,,,,,,,,,
1,3733E+18;0;Just got my Covid vaccine. Talk about my anxiety being in over drive!,,,,,,,,,,,,
1,37335E+18;1;Australia Melbourne vaccine protest. “Stick your poison vaccine up your arse”. https://t.co/73OeKfux42,,,,,,,,,,,,
1,"37163E+18;1;""Ask yourself if all these countries are suspending <U+2066>@AstraZeneca<U+2069> vaccine", WHY are these 2 corrupt jerks <U+2066>@fordnation<U+2069> &amp; <U+2066>@JustinTrudeau<U+2069> pushing it?  It's called depopulation ,,,,,,,,,,,
AZ  vaccine cn cause <U+0001FA78>clots in some," not all recipients. https://t.co/fmDR83z7ml""",,,,,,,,,,,,
1,38709E+18;0;Happy to report that I’m almost 24hrs post Pfizer #2 and I’ve got some soreness around the injection, but nothing else. I did take 2 Tylenol PM last night and got a good night’s sleep. It’s just my experience and I know some have had it rough. Regardless, #GetVaccinated,,,,,,,,,,
1,35923E+18;0;Just got the second dose of the vaccine <U+0001F489> and my arm already HURTS,,,,,,,,,,,,
1,37373E+18;0;GOT MY FIRST COVID VACCINE DOSE!!!!!! HELLYESSSS,,,,,,,,,,,,
1,34405E+18;0;Find someone who looks at you the way I looked at my SARS-CoV-2 vaccine. I am beyond grateful. Soon by you... https://t.co/xTJ6QyS9jv,,,,,,,,,,,,
1,38669E+18;1;Still safe after 409 days after a 14 day incubation for a virus was announced! Not wearing a mask and not taking the untested vaccine. https://t.co/2X0T8GnvM0,,,,,,,,,,,,
1,39043E+18;1;Not gonna lie, all these infertility rumors about the vaccine is pretty much the only reason I haven’t gotten it and I still won’t until I probably have my kids <U+0001F62C>,,,,,,,,,,,
1,34226E+18;0;If you drink the tap water in Widefield don’t worry about what’s in the vaccine.,,,,,,,,,,,,
1,"38761E+18;0;""Anyone get insomnia their 1st night after getting 2nd Pfizer vaccine? Can’t sleep/am wired/achy and it’s a weird feeling.",,,,,,,,,,,,
,,,,,,,,,,,,,
Wanted good sleep for the real symptoms but also curious. Thanks. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#PfizerGang #GetVaccinated #CovidVaccine #vaccinated""",,,,,,,,,,,,,
1,36037E+18;0;Just got my second Covid 19 vaccine!!!,,,,,,,,,,,,
1,37248E+18;1;Check out Elizabeth Scott5167's video! #TikTok https://t.co/gQ4nwF1T9z HAS ZERO COVID AND REJECTS POISON VACCINE,,,,,,,,,,,,
1,"35835E+18;1;""#snowning this global warming is just to much to hot. ",,,,,,,,,,,,
,,,,,,,,,,,,,
Just like the #COVID19 hoax and the criminals behind it. A truly sick existence we are now in. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Fix it all with a experimental so called #vaccine of toxic waste.""",,,,,,,,,,,,,
1,39045E+18;0;If you've ever gotten blackout drunk at a party and still made it home, you don't need to worry about what's in the vaccine.,,,,,,,,,,,
1,37405E+18;0;Thankful to have the day off after getting my 2nd vaccine but oof I feel awful. https://t.co/F38oGF9CbZ,,,,,,,,,,,,
1,"36002E+18;1;""Pfizer vaccine found to give strong immune response to new Covid variants https://t.co/LvOlRz8qEz ",,,,,,,,,,,,
this is experimental gene therapy,,,,,,,,,,,,,
allegedly its already killed several oldies in Norway,,,,,,,,,,,,,
&amp;more in Gibraltar,,,,,,,,,,,,,
but don't listen to them,,,,,,,,,,,,,
they're lying,,,,,,,,,,,,,
"spot the BS by joining the dots""",,,,,,,,,,,,,
1,36005E+18;0;I just found out my parents are getting their first vaccine dose tomorrow <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>,,,,,,,,,,,,
1,36035E+18;0;All I want for Valentine’s Day is this vaccine,,,,,,,,,,,,
1,34612E+18;0;I just got my COVID-19 vaccine!,,,,,,,,,,,,
1,"34657E+18;0;""I’ve got my first Corona-Vaccine. It still hurts;)) #Biontech #COVID19 https://t.co/lIW1TWvqTZ""",,,,,,,,,,,,
1,38722E+18;0;Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 07:53 PM CST),,,,,,,,,,,,
1,37188E+18;1;Building 7 just fell down a plane flew into the Pentagon and MRNA gene therapy is a safe and properly tested vaccine!,,,,,,,,,,,,
1,34227E+18;0;if you drink eggnog dont worry about whats in the vaccine,,,,,,,,,,,,
1,37384E+18;1;US: Three million vaccine doses given for two straight days https://t.co/QlsoY4CbY0 COVID SCAM POISON VACCINE!!!!!!,,,,,,,,,,,,
1,34222E+18;0;If you’ve ever eaten a Slim Jim, don’t worry about what’s in the Covid vaccine,,,,,,,,,,,
1,"38739E+18;0;""Happy vaccine week <U+2728> Vaccines bring us closer", and they protect each one of us just as much as they protect entire communities. EVERYONE deserves easy access to lifesaving vaccines.,,,,,,,,,,,
,,,,,,,,,,,,,
"#vaccineswork https://t.co/B6qaDxfcb1""",,,,,,,,,,,,,
1,38798E+18;0;I’m puzzled to see people who eat at Panda Express worry about what’s in the vaccine.,,,,,,,,,,,,
1,"38738E+18;0;""Using the #NHS app - which already displays vaccine history and more importantly actually WORKS - is the obvious place for a vaccine passport for travel.",,,,,,,,,,,,
,,,,,,,,,,,,,
This - for once - makes sense.,,,,,,,,,,,,,
,,,,,,,,,,,,,
#VaccinesWork ,,,,,,,,,,,,,
,,,,,,,,,,,,,
" https://t.co/fXozyZsiJp""",,,,,,,,,,,,,
1,"36056E+18;1;""Pfizer CEO Sold $5.6 Million Of Stock After His Firm Put Out Press Release That Sent Shares Soaring",,,,,,,,,,,,
,,,,,,,,,,,,,
"“Albert Bourla sold almost $5.6M worth of stock the same day his company announced data on its experimental C19 vaccine that sent shares soaring.” [https://t.co/ebJEwidwTQ]""",,,,,,,,,,,,,
1,39034E+18;0;We are so grateful to all that nurses do and have done for us, particularly during this pandemic. Show your gratitude by getting vaccinated and help keep them safe. Call 1-877-829-4682 or visit https://t.co/O4DI0H43Cg to schedule your free COVID-19 vaccine. https://t.co/wNyCW1ofNw,,,,,,,,,,,
1,34658E+18;0;lrt) What a story. Bottom line is not a single dose should be going to waste. Thankful to have received my first vaccine yesterday <U+0001F489>,,,,,,,,,,,,
1,35952E+18;1;Many Dying in Israel Following the Experimental Pfizer COVID mRNA Injections https://t.co/SqYmqWKlMs,,,,,,,,,,,,
1,34222E+18;0;If you’ve ever been in a wave pool at a water park absolutely do not worry about what’s in the covid vaccine,,,,,,,,,,,,
1,36049E+18;1;Doctors Around the World Issue Dire WARNING: DO NOT GET THE EXPERIMENTAL COVID VACCINE!! https://t.co/PKrpCgA7SS #biden,,,,,,,,,,,,
1,3879E+18;0;The best thing about post-vaccine? table-top RPGs happening in our home. Face-to-face! #gaming #roleplayer #gamemaster #vaccinated,,,,,,,,,,,,
1,"34503E+18;1;""Ohio Governor Says 60% Of Nursing Home Workers Declined #COVID19Vaccine #coronago #COVID19 #vaccination #DepopulationAgenda ",,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/Iq7iLoiC9b""",,,,,,,,,,,,,
1,"38737E+18;0;""‘Get your COVID-19 vaccine now! You will save your life and that of your loved ones. I got mine in December and I’m still standing! It is very safe’",,,,,,,,,,,,
,,,,,,,,,,,,,
Oumie Andrews,,,,,,,,,,,,,
Clinical Laboratory Scientist,,,,,,,,,,,,,
CLS (ASCP) MHA,,,,,,,,,,,,,
,,,,,,,,,,,,,
#Vaccineswork,,,,,,,,,,,,,
#UNICEF,,,,,,,,,,,,,
#UNICEFGambia,,,,,,,,,,,,,
"#UNICEFAfrica https://t.co/4a7OK48Zhu""",,,,,,,,,,,,,
1,"38559E+18;1;""Protecting my energy by NOT trying to educate/argue with people saying the """"experimental"""" vaccine is gene therapy and changes your DNA or """"natural Immunity is better"""". I can't.  #breathedeeplyandsmile""",,,,,,,,,,,,
1,37291E+18;0;20 hours post 2nd shot. Low grad fever, headache and sore arm. TOTALLY WORTH IT #vaccinated #Moderna #COVID19Vaccine #FauciOuchie,,,,,,,,,,,
1,3854E+18;1;Deadly Vaccine-Hesitancy: A Facility Outbreak in Kentucky https://t.co/JZcgWSy4kA,,,,,,,,,,,,
1,"36067E+18;1;""1/07/21"," USA - """"Very healthy 56-year-old"""" Miami obstetrician dies after injection with Pfizer's experimental COVID vaccine",,,,,,,,,,,
01/07/2021," USA - At least 21 Americans have suffered life-threatening allergic reactions to Pfizer's COVID vaccine.""",,,,,,,,,,,,
1,35943E+18;1;You're a 'conspiracy theorist' and anti-vaxxer if you don't want an untested vaccine for a virus with a 99.9% survival rate.,,,,,,,,,,,,
1,37362E+18;1;The Vaccine Experimental Gene therapy #MRNA #DepopulationAgenda https://t.co/1GxdLKGzWJ,,,,,,,,,,,,
1,"34396E+18;0;""Senate President @Leroy_Garcia:",,,,,,,,,,,,
,,,,,,,,,,,,,
I am incredibly grateful to have received the COVID-19 vaccine today. For nine long months, our state has been under the heel of this vicious virus," and now the end is finally in sight.""""",,,,,,,,,,,
,,,,,,,,,,,,,
#COLeg #COpolitics ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/CJDk2vAxwG""",,,,,,,,,,,,,
1,"38683E+18;1;""The real intent was to have a mass depopulation event.............",,,,,,,,,,,,
,,,,,,,,,,,,,
"https://t.co/KmPGU8If9x""",,,,,,,,,,,,,
1,37406E+18;1;Dr. Sherri Tenpenny Explains How the Depopulation COVID Vaccines Will Start Working in 3-6 Months https://t.co/8z8h6hay54 Reinette Senum refused to care for family injured by the vaccine. Cancel Culture Lives.,,,,,,,,,,,,
1,39009E+18;0;I got my first dose of vaccine today. Thank you to the wonderful staff who are running the clinic. I'm extremely grateful #ThisIsOurShot,,,,,,,,,,,,
1,"38636E+18;1;""There can never be vaccines",,,,,,,,,,,,
All vaccines are phony.,,,,,,,,,,,,,
Because he didn't even make it clear that this virus is a Bioweapon? Or is it from nature?,,,,,,,,,,,,,
How can you have a vaccine?,,,,,,,,,,,,,
"Never in the history of mankind has a vaccine been produced in just 60 days or 6 months. https://t.co/rVJznguosA""",,,,,,,,,,,,,
1,34447E+18;0;So I guess grocery store workers are getting the vaccine next probably during January! Ya boy is hella excited!!!,,,,,,,,,,,,
1,36014E+18;1;When isis use children as suicide bombers we are disgusted and angry. Well this is same thing. Using dodgy rushed vaccine on children https://t.co/NJPa4Yrc63,,,,,,,,,,,,
1,39044E+18;1;I got my second Pfizer shot on March 20 and since Monday of this week I’ve felt pretty sick with weird symptoms (basically I feel like I have a fever but my temp is normal). So it’s pretty clear these vaccines are dangerous and no one should get them. OPEN YOUR EYES SHEEPLE,,,,,,,,,,,,
1,34637E+18;1;(Acts 29:26875)  TO KILL US ALL before God shows up, according to them, and they have exacted commanded that the SERUM OF SATAN, THAT EXPERIMENTAL DRUG OF THE DEVIL be given to all of God's people FIRST, and we are the GUINEA PIGS of Satan right now, THE MARK OF THE BEAST vaccine,,,,,,,
1,"38718E+18;0;""Local news: COVID #vaccine alert: 1400+ appointments via #Berkeley  Public Health April 28-May 1 available to anyone who lives or works in Alameda County. #GetVaccinated ",,,,,,,,,,,,
"https://t.co/XloirDaSx4""",,,,,,,,,,,,,
1,36109E+18;0;Vaccine appointment made for the beginning of March <U+2714><U+FE0F>so excited!!,,,,,,,,,,,,
1,"36026E+18;0;""Vaccine update.....arm is so sore. Temp is 100.0 ache from head to toe. Headache and feel like crap!",,,,,,,,,,,,
"#COVIDVaccination https://t.co/LFM9z3HrSd""",,,,,,,,,,,,,
1,36039E+18;0;At the University of Guam awaiting the Pfizer vaccination. UOG still looks good. One of my first projects on Guåhan was at the RFK Library and WERI 25 years ago.,,,,,,,,,,,,
1,38714E+18;0;Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 02:08 PM CST),,,,,,,,,,,,
1,3469E+18;0;I just got the vaccine <U+0001F489>,,,,,,,,,,,,
1,34613E+18;0;My husband just got his first covid vaccine and I may have cried happy tears. It feels like there is a small bit of light at the end of a very long and dark tunnel.,,,,,,,,,,,,
1,"37327E+18;0;""Dad: take the friking vaccine already!",,,,,,,,,,,,
,,,,,,,,,,,,,
"Me: https://t.co/ZeVUWwfo5B""",,,,,,,,,,,,,
1,34623E+18;0;Tomorrow I get my COVID-19 vaccine excited and nervous #vaccinations,,,,,,,,,,,,
1,"34691E+18;0;""If your room is as messy as mine you don’t need to worry about what’s in the vaccine",,,,,,,,,,,,
,,,,,,,,,,,,,
"[photo unavailable]""",,,,,,,,,,,,,
1,36027E+18;0;my second dose of the covid vaccine got cancelled for today bc of the weather <U+0001F44E><U+0001F3FD>,,,,,,,,,,,,
1,38755E+18;0;If you’ve eaten the Halloween Whopper from Burger King, don’t worry about what’s in the vaccine,,,,,,,,,,,
1,3592E+18;0;Sister just called me, she just got her 1st vaccine today... she was nervous.. I told her it will be okay.. <U+0001F64F><U+0001F3FC><U+0001F60A>,,,,,,,,,,,
1,38827E+18;0;Vaccine today keep the hospital away!,,,,,,,,,,,,
1,"34651E+18;0;""I got my second dose of Pfizer on the same day I volunteered as a vaccinator at our hospital's clinic this morning.",,,,,,,,,,,,
,,,,,,,,,,,,,
So far so good. No weird second dose symptoms. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
"#getvaccinated""",,,,,,,,,,,,,
1,3469E+18;0;Just booked my Vaccine <U+0001F489>  #COVID19Vaccine,,,,,,,,,,,,
1,"34577E+18;1;""Heading towards bioweapons in the contemporary world", and on the other side," UK has officially announced to successfully make a new vaccine named """"Oxford Vaccine"""" of which a Jap leads to recovery of an adult to 70% and for those who are so vulnerable need two japs for recovery.""",,,,,,,,,,
1,36044E+18;0;the fact that i have to fight for my first dose of the vaccine when i literally work at a hospital is radicalizing me,,,,,,,,,,,,
